gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	NE_FB	NE_HFC	NE_KC	NE_KC_Channel	NE_LC	NE_LEC	NE_Lymphocyte	NE_MEC	NE_MEL	NE_Mac-DC	NE_Mast	NE_Pc-vSMC	NE_SGC	NE_Schwann	NE_Sebocyte	NE_VEC	NF_FB	NF_HFC	NF_KC	NF_KC_Channel	NF_LC	NF_LEC	NF_Lymphocyte	NF_MEC	NF_MEL	NF_Mac-DC	NF_Mast	NF_Pc-vSMC	NF_SGC	NF_Schwann	NF_Sebocyte	NF_VEC	NP_FB	NP_HFC	NP_KC	NP_KC_Channel	NP_LC	NP_LEC	NP_Lymphocyte	NP_MEC	NP_MEL	NP_Mac-DC	NP_Mast	NP_Pc-vSMC	NP_SGC	NP_Schwann	NP_VEC	NT_FB	NT_HFC	NT_KC	NT_KC_Channel	NT_LC	NT_LEC	NT_Lymphocyte	NT_MEC	NT_MEL	NT_Mac-DC	NT_Mast	NT_Pc-vSMC	NT_SGC	NT_Schwann	NT_Sebocyte	NT_VEC	PS_FB	PS_HFC	PS_KC	PS_KC_Channel	PS_LC	PS_LEC	PS_Lymphocyte	PS_MEC	PS_MEL	PS_Mac-DC	PS_Mast	PS_Pc-vSMC	PS_SGC	PS_Schwann	PS_Sebocyte	PS_VEC
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	ALOX5	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5	P09917	True	LOX5_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5	P09917	True	LOX5_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	LTC4S	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	LTC4S	0.044	0.065	0.034	0.044	0.992	0.301	0.075	0.078	0.007	0.27	0.786	0.004	0.058	0.012	0.012	0.157	0.064	0.075	0.051	0.042	0.849	0.297	0.102	0.064	0.008	0.402	1.248	0.004	0.035	0.007	0.029	0.184	0.122	0.065	0.034	0.043	0.731	0.447	0.082	0.086	0.011	0.488	0.536	0.003	0.034	0.008	0.264	0.03	0.091	0.039	0.056	0.869	0.261	0.063	0.067	0.005	0.267	0.737	0.003	0.054	0.004	0.07	0.112	0.024	0.08	0.041	0.065	0.873	0.305	0.054	0.066	0.005	0.562	0.802	0.001	0.037	0.008	0.056	0.2
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS077A507B6	LTC4S	0.044	0.065	0.034	0.044	0.992	0.301	0.075	0.078	0.007	0.27	0.786	0.004	0.058	0.012	0.012	0.157	0.064	0.075	0.051	0.042	0.849	0.297	0.102	0.064	0.008	0.402	1.248	0.004	0.035	0.007	0.029	0.184	0.122	0.065	0.034	0.043	0.731	0.447	0.082	0.086	0.011	0.488	0.536	0.003	0.034	0.008	0.264	0.03	0.091	0.039	0.056	0.869	0.261	0.063	0.067	0.005	0.267	0.737	0.003	0.054	0.004	0.07	0.112	0.024	0.08	0.041	0.065	0.873	0.305	0.054	0.066	0.005	0.562	0.802	0.001	0.037	0.008	0.056	0.2
ALOX5AP	P20292	True	AL5AP_HUMAN	5SHpETE_byALOX5	CPI-CS016CDFE07	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS0891F5216	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS01FC3CF4D	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5AP	P20292	True	AL5AP_HUMAN	LeukotrieneC4_byLTC4S	CPI-CS00DCACEEE	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS0FC36F030	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
ALOX5AP	P20292	True	AL5AP_HUMAN	LipoxinA4_byALOX5	CPI-CS087E1C654	ALOX5AP	0.002	0.0	0.0	0.001	0.782	0.003	0.01	0.002	0.001	0.27	0.341	0.001	0.001	0.001	0.0	0.001	0.003	0.0	0.0	0.0	0.849	0.005	0.007	0.003	0.001	0.402	0.456	0.001	0.001	0.002	0.0	0.002	0.002	0.057	0.0	0.0	0.731	0.008	0.022	0.0	0.002	0.442	0.481	0.001	0.001	0.001	0.001	0.004	0.001	0.001	0.001	0.797	0.003	0.007	0.002	0.001	0.267	0.376	0.001	0.0	0.002	0.0	0.001	0.002	0.0	0.002	0.0	0.873	0.003	0.016	0.0	0.002	0.494	0.435	0.001	0.0	0.002	0.0	0.002
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS07EEAD824	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS09DCE99A5	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS088613CD3	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS040939107	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS08ED696DC	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS063516AC0	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0F3C5EBCC	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0067AC6C9	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC0253C0919	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC079435E2F	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC034FE836A	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CC05C1C7836	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT	CPI-CS0C5C5E217	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS073E185C7	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS0F7CB92EE	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHAT	P28329	True	CLAT_HUMAN	Acetylcholine_byCHAT_and_SLC10A4	CPI-CS08DC5A72D	CHAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
