	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
cDC1	0.217303	0.337339	0.619559	0.171012	0.220729	0.594575	0.015834	0.744727	0.324212	0.686966	0.322888	0.881569	0.001805	0.010868	0.277700	0.020977	0.227847	0.017363	0.685229	0.478935	0.788647	0.781896	0.667896	0.051276	0.001419	0.995087	0.104257	0.032389	0.036019	0.072904	0.032157	0.657500	0.065188	0.024021	0.724920	0.012942	0.029954	0.571133	0.692834	0.854969	0.640608	0.218068	0.187248	0.827499	0.410378	0.565122	0.316353	0.436002	0.000466	0.128427	0.787315	0.899566	0.136982	0.836004	0.005204	0.260962	0.194091	0.471256	0.120257	0.000037	0.222392	0.011568	0.008573	0.327804	0.079687	0.000041	0.000000	0.000005	0.790204	0.985058	0.004354	0.085230	0.791398	0.125488	0.953225	0.369070	0.018793	0.015121	0.338961	0.000000	0.000058	0.025539	0.099213	0.090015	0.008960	0.047930	0.312005	0.038696	0.181320	0.141506	0.716340	0.198932	0.000040	0.215234	0.054386	0.133911	0.213599	0.003856	0.988804	0.925917	0.043030	0.073242	0.133952	0.097131	0.978860	0.000220	0.776270	0.721837	0.033919	0.804654	0.000035	0.559086	0.460651	0.286231	0.687109	0.806462	0.332226	0.576206	0.175396	0.009322	0.000045	0.000959	0.140842	0.135880	0.982070	0.005472	0.186296	0.060303	0.000039	0.057759	0.335316	0.004450	0.334379	0.116641	0.146475	0.071985	0.369257	0.246297
cDC2	0.999911	0.001235	0.032925	0.429304	0.469572	0.004890	0.357176	0.620108	0.370689	0.684370	0.129604	0.464467	0.662016	0.595382	0.075076	0.268097	0.926407	0.952063	0.003561	0.548779	0.401436	0.898531	0.401616	0.881608	0.034868	0.203393	0.067471	0.082701	0.053081	0.135239	0.068896	0.839380	0.314544	0.022123	0.218430	0.989069	0.034307	0.353589	0.775138	0.019629	0.057510	0.786029	0.038577	0.356832	0.004047	0.602364	0.657868	0.151049	0.199848	0.318699	0.960165	0.412892	0.876199	0.433326	0.042826	0.102780	0.274139	0.579649	0.196018	0.000535	0.134396	0.057052	0.037830	0.344055	0.772331	0.008412	0.000000	0.000790	0.695409	0.108471	0.005968	0.063763	0.188639	0.184596	0.369040	0.291940	0.781762	0.210926	0.052317	0.000058	0.000000	0.142836	0.071656	0.032424	0.067105	0.093859	0.283693	0.216904	0.056089	0.174669	0.324761	0.349344	0.029580	0.130128	0.482868	0.286916	0.067712	0.030636	0.911859	0.517083	0.262148	0.472890	0.944660	0.580412	0.323973	0.006802	0.300749	0.140489	0.724031	0.251021	0.031057	0.939412	0.266094	0.958606	0.745652	0.303744	0.611647	0.707379	0.223772	0.000005	0.000001	0.000908	0.139911	0.964926	0.916006	0.038370	0.905838	0.006465	0.008797	0.060159	0.159297	0.102691	0.248097	0.543623	0.117769	0.937079	0.564111	0.941363
Channel-ATPase_1	0.011388	0.276027	0.991368	0.000135	0.825605	0.175613	0.001240	0.199617	0.194222	0.383115	0.179249	0.002225	0.082095	0.023307	0.217982	0.000072	0.000146	0.074751	0.019191	0.821683	0.000002	0.000035	0.000031	0.282564	0.105407	0.337236	0.460070	0.041041	0.329060	0.806982	0.756479	0.019168	0.000020	0.000263	0.152642	0.408703	0.244639	0.491207	0.038664	0.434719	0.241041	0.000246	0.428484	0.158320	0.095144	0.000945	0.025881	0.419732	0.103813	0.670204	0.150214	0.518405	0.749805	0.008373	0.102138	0.948409	0.862859	0.279173	0.132404	0.972937	0.308160	0.005304	0.000000	0.031290	0.162993	0.086854	0.116462	0.054583	0.000005	0.154468	0.176562	0.363545	0.365722	0.000000	0.023957	0.688647	0.090787	0.416059	0.960852	0.025539	0.142836	0.000000	0.010972	0.000178	0.000000	0.024365	0.000182	0.000081	0.549490	0.000000	0.000791	0.227790	0.083998	0.340604	0.936466	0.273855	0.536012	0.391426	0.285889	0.614194	0.484002	0.457021	0.223988	0.204341	0.965588	0.407835	0.341881	0.157948	0.224770	0.714873	0.152325	0.465733	0.000025	0.580285	0.696645	0.025135	0.354708	0.585486	0.178202	0.062811	0.323470	0.339659	0.942842	0.839421	0.065905	0.417857	0.421389	0.048529	0.054474	0.403259	0.391445	0.020894	0.110877	0.000000	0.107366	0.000044	0.003035	0.001016
Channel-ATPase_2	0.014623	0.599462	0.338285	0.000522	0.380315	0.155051	0.018039	0.046350	0.223175	0.364082	0.954041	0.021814	0.814100	0.061791	0.785504	0.084311	0.051576	0.368935	0.520964	0.161369	0.014753	0.010815	0.000981	0.355853	0.467302	0.698933	0.275530	0.353068	0.768113	0.807270	0.958323	0.110566	0.022090	0.009118	0.209358	0.699362	0.471172	0.146660	0.027397	0.295428	0.212240	0.001222	0.353499	0.199900	0.270220	0.092053	0.072205	0.618470	0.068687	0.641161	0.155092	0.465352	0.903716	0.022212	0.839669	0.894773	0.849237	0.933718	0.006321	0.489957	0.116916	0.006281	0.000000	0.111329	0.352378	0.048339	0.312911	0.737251	0.026082	0.181249	0.390601	0.337456	0.608722	0.000815	0.758922	0.539660	0.097462	0.093748	0.552913	0.099213	0.071656	0.010972	0.000000	0.096761	0.000607	0.255926	0.028257	0.000025	0.341059	0.001232	0.000540	0.257020	0.047609	0.194657	0.431136	0.100593	0.598496	0.603020	0.558316	0.642929	0.667915	0.314720	0.713279	0.115076	0.704636	0.556980	0.209095	0.204559	0.573673	0.777963	0.451430	0.349469	0.000241	0.206621	0.523902	0.183009	0.758234	0.252231	0.386826	0.070071	0.542916	0.594765	0.308883	0.382576	0.296652	0.017497	0.124523	0.075663	0.021911	0.608914	0.213410	0.038750	0.308353	0.031733	0.564304	0.685287	0.009023	0.102575
Channel-ATPase_3	0.002925	0.260131	0.818129	0.000187	0.205073	0.036953	0.000088	0.161395	0.066384	0.218398	0.185524	0.008640	0.000178	0.025980	0.564899	0.000000	0.000039	0.093435	0.000446	0.027528	0.000000	0.000005	0.000050	0.086194	0.042190	0.077238	0.196032	0.005842	0.467433	0.750568	0.380742	0.062216	0.000000	0.000019	0.162357	0.772726	0.026107	0.193731	0.758513	0.155762	0.007147	0.058001	0.031952	0.004950	0.000161	0.015411	0.430991	0.921820	0.247728	0.213901	0.354382	0.329190	0.296458	0.000543	0.241060	0.340257	0.542602	0.092283	0.604418	0.800341	0.990706	0.270396	0.000007	0.016437	0.608490	0.303848	0.085456	0.259870	0.017894	0.033138	0.480020	0.115155	0.501542	0.005529	0.005295	0.152876	0.292711	0.365415	0.849634	0.090015	0.032424	0.000178	0.096761	0.000000	0.000000	0.000004	0.003416	0.023952	0.841129	0.012566	0.302116	0.365422	0.279585	0.815671	0.939137	0.762519	0.395504	0.547302	0.706457	0.976146	0.351164	0.794027	0.626083	0.695084	0.946009	0.579099	0.276904	0.018196	0.832552	0.967078	0.158019	0.789323	0.001276	0.427941	0.115933	0.007937	0.527597	0.631589	0.423867	0.088707	0.037694	0.215501	0.540555	0.681216	0.004893	0.627185	0.928985	0.916609	0.170854	0.069128	0.695567	0.135030	0.174877	0.002379	0.421748	0.000132	0.005970	0.002130
Channel-gap_1	0.004694	0.523691	0.831986	0.000136	0.293820	0.092472	0.000009	0.437525	0.279091	0.503555	0.861867	0.019024	0.000108	0.002255	0.409748	0.000000	0.000021	0.031150	0.001246	0.104932	0.000041	0.001681	0.000120	0.042176	0.004072	0.155132	0.087931	0.007911	0.105215	0.406485	0.966728	0.121524	0.000019	0.000000	0.754964	0.517674	0.043344	0.894336	0.135117	0.907834	0.201460	0.003338	0.050636	0.064207	0.000092	0.002150	0.017459	0.510974	0.006524	0.579874	0.228766	0.636893	0.676455	0.053054	0.212098	0.489603	0.117758	0.283932	0.384720	0.073735	0.597124	0.974389	0.000000	0.060891	0.083193	0.023667	0.016481	0.005074	0.026466	0.321118	0.134132	0.962964	0.244866	0.000080	0.033832	0.787880	0.070813	0.202702	0.389119	0.008960	0.067105	0.000000	0.000607	0.000000	0.000000	0.001699	0.000535	0.000041	0.097280	0.000273	0.020335	0.948853	0.045476	0.893660	0.540716	0.466636	0.543910	0.231867	0.812298	0.283312	0.527922	0.420810	0.087508	0.211057	0.530221	0.088063	0.412596	0.117871	0.525582	0.867054	0.007907	0.138621	0.000192	0.131488	0.553038	0.033851	0.328986	0.637054	0.397283	0.007903	0.014376	0.005345	0.104384	0.634274	0.085045	0.717443	0.931671	0.264967	0.028466	0.809258	0.478266	0.856628	0.113884	0.000054	0.809078	0.000000	0.242229	0.972088
Channel-gap_2	0.000169	0.254530	0.030235	0.000063	0.004905	0.751990	0.000004	0.052335	0.207555	0.073341	0.088837	0.002252	0.000015	0.000143	0.017337	0.000000	0.000000	0.000679	0.157709	0.130267	0.000007	0.000002	0.000325	0.000224	0.015824	0.644433	0.483499	0.002946	0.961377	0.383037	0.836002	0.009228	0.000094	0.000080	0.004167	0.031836	0.833199	0.370495	0.807489	0.389614	0.433744	0.040772	0.322213	0.000993	0.002031	0.001969	0.045859	0.207584	0.001413	0.996467	0.118947	0.908365	0.556610	0.031186	0.220037	0.179934	0.188224	0.980520	0.705879	0.252410	0.031817	0.916800	0.003300	0.052328	0.917924	0.009537	0.031044	0.559828	0.931395	0.074169	0.887112	0.294302	0.455084	0.620315	0.971395	0.401784	0.025799	0.004176	0.154670	0.047930	0.093859	0.024365	0.255926	0.000004	0.001699	0.000000	0.890432	0.950022	0.421205	0.488811	0.598515	0.384704	0.009143	0.131935	0.093240	0.011238	0.601427	0.592349	0.585209	0.674881	0.398995	0.159811	0.638067	0.546212	0.233567	0.242337	0.037457	0.159575	0.056799	0.279423	0.106679	0.107315	0.032332	0.004967	0.343768	0.078867	0.379505	0.641362	0.050565	0.532850	0.272550	0.241314	0.398006	0.082091	0.752583	0.348595	0.793901	0.783161	0.004350	0.180731	0.661904	0.931270	0.043559	0.545474	0.847954	0.077091	0.280616	0.367831
Clear.cell.CA2	0.012339	0.899432	0.963896	0.000177	0.512141	0.038550	0.009811	0.221258	0.316439	0.320307	0.285335	0.055707	0.056583	0.160156	0.575044	0.000053	0.001591	0.182543	0.006790	0.916845	0.000035	0.000424	0.000295	0.738193	0.962186	0.280894	0.245045	0.022766	0.807913	0.689228	0.245220	0.147113	0.000231	0.000377	0.718631	0.857756	0.049333	0.537185	0.029727	0.673214	0.031816	0.003587	0.982542	0.190684	0.104876	0.006609	0.146407	0.571505	0.506007	0.948420	0.069130	0.627350	0.527187	0.042308	0.188882	0.141095	0.405539	0.489684	0.259502	0.117756	0.569800	0.024971	0.000058	0.108632	0.259664	0.222077	0.750135	0.777891	0.000019	0.404424	0.259902	0.573954	0.192791	0.000000	0.003881	0.422249	0.278901	0.332718	0.342411	0.312005	0.283693	0.000182	0.028257	0.003416	0.000535	0.890432	0.000000	0.000000	0.395292	0.000000	0.000542	0.276418	0.269593	0.609765	0.371440	0.400619	0.853370	0.208453	0.029327	0.700336	0.640724	0.451610	0.415375	0.194888	0.663084	0.741387	0.956968	0.183794	0.557464	0.265566	0.362884	0.930394	0.000000	0.689124	0.889352	0.161896	0.431932	0.277191	0.904525	0.074331	0.489573	0.160108	0.615798	0.723444	0.012412	0.000023	0.821116	0.168079	0.194142	0.403148	0.978044	0.013548	0.552261	0.000000	0.181732	0.000187	0.000183	0.008355
Clear.cell.WFDC2	0.015202	0.495279	0.673245	0.000095	0.527012	0.341291	0.007997	0.081834	0.150113	0.154332	0.830116	0.028138	0.199257	0.095124	0.527100	0.004752	0.017196	0.106685	0.239330	0.868813	0.010050	0.010497	0.023356	0.690202	0.805398	0.503205	0.980187	0.104896	0.319448	0.859930	0.854579	0.103604	0.000885	0.003824	0.707594	0.684851	0.521760	0.312939	0.029758	0.526482	0.236500	0.000181	0.594595	0.359786	0.370099	0.034998	0.106493	0.420089	0.201620	0.425385	0.178584	0.863303	0.646872	0.030500	0.789773	0.489705	0.695864	0.633796	0.045142	0.410634	0.181211	0.032099	0.000000	0.056254	0.403164	0.019967	0.378842	0.456037	0.001707	0.270208	0.191723	0.417422	0.129923	0.000000	0.017295	0.680171	0.052440	0.114605	0.474774	0.038696	0.216904	0.000081	0.000025	0.023952	0.000041	0.950022	0.000000	0.000000	0.212828	0.000000	0.000011	0.875288	0.024567	0.203738	0.641431	0.152133	0.803193	0.296701	0.270784	0.674738	0.508789	0.184242	0.574373	0.287394	0.669734	0.807846	0.539057	0.092958	0.620367	0.487243	0.198149	0.089023	0.000038	0.426675	0.985809	0.078832	0.575026	0.353406	0.477285	0.053368	0.917122	0.620183	0.413173	0.808264	0.020560	0.003387	0.986349	0.082991	0.010583	0.265189	0.532178	0.189403	0.236186	0.000063	0.270462	0.011568	0.000828	0.079396
cytotoxic T cells	0.730562	0.450093	0.842850	0.331573	0.798223	0.764184	0.385699	0.464799	0.334241	0.220175	0.023507	0.827633	0.097516	0.360423	0.337368	0.233561	0.307972	0.164848	0.885819	0.164735	0.707590	0.714793	0.912808	0.575915	0.249699	0.248662	0.624586	0.678785	0.525366	0.585601	0.419417	0.807114	0.868465	0.630964	0.617584	0.511017	0.059603	0.000730	0.000419	0.002053	0.014772	0.005048	0.438765	0.059466	0.334791	0.004161	0.000234	0.010649	0.028935	0.001771	0.017976	0.000517	0.093204	0.037238	0.445552	0.001884	0.711833	0.534085	0.524254	0.021530	0.817358	0.783721	0.259242	0.116324	0.042819	0.000000	0.006342	0.026536	0.019943	0.389851	0.000150	0.168471	0.410518	0.300688	0.370050	0.151953	0.503127	0.480841	0.171490	0.181320	0.056089	0.549490	0.341059	0.841129	0.097280	0.421205	0.395292	0.212828	0.000000	0.262774	0.256106	0.455542	0.000850	0.435517	0.715062	0.032571	0.561507	0.904003	0.838792	0.828421	0.215323	0.297399	0.054754	0.150876	0.857106	0.064498	0.399606	0.351370	0.341645	0.092329	0.044800	0.578417	0.745936	0.022882	0.000000	0.036911	0.762545	0.248753	0.762063	0.369566	0.623437	0.000431	0.000032	0.000021	0.251632	0.040070	0.803241	0.582052	0.034461	0.301402	0.013942	0.627707	0.170795	0.426350	0.183651	0.305377	0.001538	0.001496
Dark.cell.MUCL1	0.003170	0.583451	0.473244	0.000025	0.277058	0.363217	0.001575	0.144625	0.108236	0.376902	0.281762	0.008500	0.065704	0.031361	0.150954	0.000120	0.000521	0.015368	0.039514	0.644378	0.000190	0.002710	0.000029	0.599396	0.577666	0.801292	0.370685	0.015640	0.485868	0.753740	0.507492	0.189756	0.000016	0.000203	0.356347	0.090625	0.400492	0.450595	0.035109	0.380306	0.185889	0.001466	0.964047	0.213044	0.487953	0.002899	0.076425	0.456349	0.173150	0.407309	0.105136	0.872935	0.416025	0.012542	0.238221	0.386851	0.595798	0.477009	0.313993	0.379359	0.085876	0.002817	0.000000	0.024655	0.062887	0.056089	0.459569	0.339628	0.000026	0.060124	0.113291	0.529997	0.127167	0.000000	0.033098	0.943121	0.073033	0.178761	0.668135	0.141506	0.174669	0.000000	0.001232	0.012566	0.000273	0.488811	0.000000	0.000000	0.262774	0.000000	0.000982	0.494176	0.074420	0.163193	0.452251	0.130867	0.834941	0.153777	0.881889	0.940838	0.545814	0.292840	0.056593	0.223729	0.667190	0.569670	0.229291	0.023109	0.498325	0.378200	0.269141	0.307840	0.000074	0.246972	0.657565	0.022860	0.422345	0.629817	0.064550	0.082583	0.458448	0.289771	0.886904	0.635722	0.116982	0.003354	0.694573	0.019832	0.080212	0.619563	0.494865	0.022069	0.099648	0.000000	0.119832	0.000169	0.000163	0.000931
EMT.ECs	0.643009	0.036244	0.980145	0.121617	0.451181	0.785647	0.719983	0.548416	0.376144	0.400546	0.794336	0.454487	0.882435	0.881444	0.157536	0.311024	0.402803	0.498871	0.444049	0.013487	0.195041	0.043801	0.378469	0.371684	0.295091	0.028365	0.308884	0.807949	0.852829	0.927507	0.816725	0.786543	0.170006	0.758968	0.445953	0.992151	0.202620	0.373522	0.014820	0.001905	0.206307	0.001183	0.015900	0.183812	0.162558	0.063226	0.046904	0.005197	0.958175	0.028253	0.054680	0.015918	0.201443	0.716519	0.308196	0.012437	0.097392	0.199134	0.574055	0.023921	0.194032	0.042649	0.000028	0.475871	0.171522	0.302054	0.356924	0.855533	0.000750	0.260698	0.051006	0.028401	0.833338	0.000185	0.055526	0.950120	0.600988	0.295523	0.417263	0.716340	0.324761	0.000791	0.000540	0.302116	0.020335	0.598515	0.000542	0.000011	0.256106	0.000982	0.000000	0.271066	0.431141	0.183251	0.279737	0.158028	0.757866	0.950142	0.739265	0.513935	0.767438	0.867904	0.416453	0.059400	0.842066	0.534554	0.304877	0.338183	0.133127	0.827488	0.574489	0.822380	0.000001	0.919914	0.740548	0.399955	0.454805	0.098507	0.260122	0.767754	0.079897	0.164576	0.872906	0.465223	0.041081	0.002160	0.980541	0.034574	0.234520	0.005847	0.646661	0.067634	0.490590	0.000001	0.268205	0.888555	0.058933	0.481257
Granular.Ker	0.547537	0.308920	0.590402	0.401018	0.376884	0.713031	0.606102	0.347095	0.550212	0.175758	0.542064	0.003688	0.932917	0.631771	0.341960	0.161527	0.013507	0.538524	0.101997	0.243178	0.049919	0.070634	0.191750	0.677139	0.524325	0.260319	0.658298	0.233867	0.324136	0.930186	0.400445	0.022478	0.884820	0.196327	0.621000	0.218900	0.007060	0.005746	0.004729	0.016741	0.032202	0.002310	0.004506	0.061734	0.207146	0.000001	0.003141	0.003763	0.647851	0.166697	0.000046	0.000629	0.317828	0.242220	0.068578	0.021078	0.177355	0.058478	0.264417	0.009605	0.330616	0.000000	0.259885	0.793833	0.162822	0.306373	0.242803	0.095295	0.203721	0.068389	0.093565	0.021802	0.396956	0.519687	0.473513	0.037798	0.315294	0.219783	0.129000	0.198932	0.349344	0.227790	0.257020	0.365422	0.948853	0.384704	0.276418	0.875288	0.455542	0.494176	0.271066	0.000000	0.117846	0.432741	0.785479	0.162333	0.033737	0.288909	0.990107	0.000000	0.839990	0.732912	0.634323	0.013252	0.715699	0.393973	0.606232	0.456255	0.005714	0.915255	0.269228	0.518005	0.122869	0.627154	0.411426	0.814223	0.907280	0.268132	0.490372	0.178215	0.591252	0.130558	0.089484	0.988650	0.604035	0.011902	0.420428	0.000000	0.275990	0.050679	0.016944	0.000000	0.674674	0.607207	0.001630	0.768653	0.190298	0.240425
helper T cells	0.000000	0.003683	0.000000	0.000004	0.000000	0.002251	0.000000	0.009885	0.897613	0.039416	0.860145	0.002649	0.000022	0.000000	0.000013	0.000049	0.000022	0.000000	0.241324	0.039832	0.204660	0.084512	0.243887	0.000000	0.717764	0.846597	0.834574	0.009280	0.510546	0.863158	0.754600	0.651150	0.000004	0.000004	0.001402	0.001078	0.709252	0.078319	0.218074	0.242746	0.577428	0.800065	0.030811	0.000528	0.172785	0.709244	0.951274	0.867853	0.000000	0.863408	0.093691	0.121306	0.098705	0.023537	0.222006	0.415256	0.890098	0.260394	0.024583	0.436273	0.000001	0.381533	0.011696	0.002282	0.198872	0.000000	0.082425	0.260766	0.129871	0.141911	0.463148	0.843363	0.265882	0.064046	0.804745	0.027901	0.000000	0.023852	0.143020	0.000040	0.029580	0.083998	0.047609	0.279585	0.045476	0.009143	0.269593	0.024567	0.000850	0.074420	0.431141	0.117846	0.000000	0.000011	0.004763	0.000005	0.375089	0.727247	0.370417	0.411704	0.003774	0.000000	0.349487	0.161286	0.456546	0.803228	0.002089	0.351315	0.917352	0.363294	0.997644	0.000243	0.029192	0.000000	0.000000	0.115004	0.549569	0.369902	0.021886	0.579683	0.441808	0.081432	0.004197	0.030977	0.220566	0.377484	0.583098	0.532509	0.000000	0.810991	0.878740	0.028214	0.000353	0.114561	0.494656	0.143833	0.881681	0.580187
HF-MFCs	0.000000	0.000005	0.000000	0.000002	0.000000	0.000005	0.000009	0.000058	0.737259	0.003418	0.407880	0.000187	0.014394	0.000000	0.000003	0.004008	0.000011	0.000001	0.000050	0.000727	0.810656	0.090571	0.889770	0.000024	0.243776	0.442870	0.023699	0.115441	0.153232	0.096118	0.077593	0.731698	0.001558	0.013703	0.000372	0.000700	0.648082	0.131411	0.705870	0.007452	0.211442	0.242640	0.075219	0.013729	0.005638	0.109869	0.208503	0.101899	0.000755	0.238633	0.635938	0.455003	0.298294	0.102553	0.113148	0.314327	0.742012	0.172731	0.455771	0.108142	0.000000	0.181018	0.222645	0.000209	0.782657	0.000988	0.175697	0.060322	0.642659	0.043044	0.006013	0.347483	0.570797	0.178073	0.087542	0.432268	0.000000	0.835637	0.278829	0.215234	0.130128	0.340604	0.194657	0.815671	0.893660	0.131935	0.609765	0.203738	0.435517	0.163193	0.183251	0.432741	0.000011	0.000000	0.000007	0.000008	0.541835	0.350699	0.811114	0.516357	0.001803	0.000024	0.528211	0.218298	0.772729	0.120116	0.000366	0.078112	0.998138	0.424797	0.240515	0.005142	0.204823	0.000054	0.127294	0.020309	0.340547	0.737352	0.000288	0.037084	0.010927	0.072567	0.713808	0.307747	0.022351	0.057193	0.900372	0.054117	0.000059	0.380382	0.347837	0.275612	0.000054	0.395218	0.741840	0.253792	0.023695	0.067279
HF-MSCs	0.001450	0.000251	0.000021	0.000578	0.000003	0.000012	0.003964	0.011645	0.103589	0.010023	0.332657	0.014531	0.022185	0.000661	0.000956	0.015584	0.002017	0.000726	0.000910	0.145676	0.788813	0.148206	0.594396	0.000735	0.408230	0.335948	0.192035	0.285429	0.624294	0.750014	0.296813	0.428259	0.003634	0.104243	0.007025	0.000099	0.526424	0.277338	0.363980	0.021000	0.005137	0.170164	0.039397	0.327800	0.002049	0.152604	0.106357	0.024568	0.009560	0.064461	0.987877	0.706613	0.557164	0.130132	0.170702	0.462530	0.530712	0.623643	0.514051	0.824990	0.000000	0.605838	0.559163	0.007173	0.140571	0.024513	0.950449	0.301544	0.473165	0.089626	0.221414	0.950232	0.388885	0.588908	0.460053	0.227960	0.000031	0.185320	0.648582	0.054386	0.482868	0.936466	0.431136	0.939137	0.540716	0.093240	0.371440	0.641431	0.715062	0.452251	0.279737	0.785479	0.004763	0.000007	0.000000	0.000046	0.938583	0.761430	0.448757	0.346785	0.002340	0.017977	0.129407	0.575830	0.784630	0.467128	0.000170	0.267184	0.013229	0.135425	0.882058	0.007614	0.451862	0.000037	0.252394	0.102818	0.425865	0.230692	0.000024	0.039174	0.097755	0.780302	0.947702	0.263913	0.127472	0.689437	0.481343	0.205690	0.002062	0.760356	0.603561	0.137060	0.042245	0.594125	0.063954	0.368155	0.301326	0.365305
HF-PCs	0.000010	0.000007	0.000000	0.000036	0.000000	0.000037	0.000001	0.003305	0.188415	0.043248	0.612545	0.002928	0.000729	0.000000	0.000060	0.001775	0.000112	0.000000	0.001753	0.000353	0.912365	0.057282	0.800238	0.000000	0.596945	0.620985	0.048059	0.130125	0.566996	0.218129	0.434877	0.620681	0.004952	0.020081	0.000019	0.001815	0.503703	0.233906	0.431008	0.001586	0.268729	0.087160	0.323576	0.057254	0.113533	0.389177	0.136261	0.131622	0.000022	0.054681	0.496289	0.487980	0.498562	0.245120	0.066060	0.246075	0.875134	0.302360	0.074610	0.962204	0.000000	0.761555	0.094646	0.008625	0.824958	0.000005	0.435961	0.799549	0.338992	0.027164	0.326897	0.927107	0.769534	0.116293	0.622907	0.006088	0.000002	0.176941	0.222972	0.133911	0.286916	0.273855	0.100593	0.762519	0.466636	0.011238	0.400619	0.152133	0.032571	0.130867	0.158028	0.162333	0.000005	0.000008	0.000046	0.000000	0.396518	0.438340	0.638387	0.334615	0.003081	0.000541	0.884827	0.766506	0.698459	0.038438	0.000008	0.174486	0.763001	0.607539	0.530473	0.007473	0.232223	0.000000	0.004319	0.169642	0.386827	0.899328	0.000012	0.146209	0.034046	0.907820	0.055734	0.020423	0.066116	0.808946	0.812766	0.336759	0.000030	0.923455	0.856700	0.048890	0.002510	0.103920	0.962617	0.226970	0.403849	0.599043
